Unnamed: 0,Sentence #,Word,POS,Tag
17875,803.0,ran,VBD,O
17876,803.0,out,IN,O
17877,803.0,of,IN,O
17878,803.0,their,PRP$,O
17879,803.0,homes,NNS,O
17880,803.0,in,IN,O
17881,803.0,panic,NN,O
17882,803.0,after,IN,O
17883,803.0,the,DT,O
17884,803.0,quake,NN,O
17885,803.0,jolted,VBD,O
17886,803.0,them,PRP,O
17887,803.0,awake,JJ,O
17888,803.0,.,.,O
17889,804.0,A,DT,O
17890,804.0,magnitude,NN,O
17891,804.0,9,CD,O
17892,804.0,quake,NN,O
17893,804.0,off,IN,O
17894,804.0,the,DT,O
17895,804.0,west,JJS,O
17896,804.0,coast,NN,O
17897,804.0,of,IN,O
17898,804.0,Aceh,NNP,B-geo
17899,804.0,triggered,VBD,O
17900,804.0,the,DT,O
17901,804.0,December,NNP,B-tim
17902,804.0,26,CD,I-tim
17903,804.0,tsunamis,NNS,O
17904,804.0,",",",",O
17905,804.0,which,WDT,O
17906,804.0,the,DT,O
17907,804.0,U.S.,NNP,B-org
17908,804.0,Geological,NNP,I-org
17909,804.0,Survey,NNP,I-org
17910,804.0,says,VBZ,O
17911,804.0,killed,VBN,O
17912,804.0,more,JJR,O
17913,804.0,than,IN,O
17914,804.0,"2,75,000",CD,O
17915,804.0,people,NNS,O
17916,804.0,around,IN,O
17917,804.0,the,DT,O
17918,804.0,Indian,NNP,B-geo
17919,804.0,Ocean,NNP,I-geo
17920,804.0,.,.,O
17921,805.0,That,DT,O
17922,805.0,includes,VBZ,O
17923,805.0,"1,31,000",CD,O
17924,805.0,in,IN,O
17925,805.0,Aceh,NNP,B-geo
17926,805.0,.,.,O
17927,806.0,U.S.,NNP,B-org
17928,806.0,Democratic,JJ,O
17929,806.0,senators,NNS,O
17930,806.0,have,VBP,O
17931,806.0,criticized,VBN,O
17932,806.0,President,NNP,B-per
17933,806.0,Bush,NNP,I-per
17934,806.0,'s,POS,O
17935,806.0,proposal,NN,O
17936,806.0,to,TO,O
17937,806.0,revamp,VB,O
17938,806.0,Social,NNP,B-org
17939,806.0,Security,NNP,I-org
17940,806.0,",",",",O
17941,806.0,on,IN,O
17942,806.0,the,DT,O
17943,806.0,eve,NN,O
17944,806.0,of,IN,O
17945,806.0,the,DT,O
17946,806.0,retirement,NN,O
17947,806.0,program,NN,O
17948,806.0,'s,POS,O
17949,806.0,70th,JJ,B-tim
17950,806.0,anniversary,NN,I-tim
17951,806.0,.,.,O
17952,807.0,Senator,NNP,B-per
17953,807.0,John,NNP,I-per
17954,807.0,Kerry,NNP,I-per
17955,807.0,",",",",O
17956,807.0,the,DT,O
17957,807.0,2004,CD,O
17958,807.0,democratic,JJ,O
17959,807.0,presidential,JJ,O
17960,807.0,candidate,NN,O
17961,807.0,",",",",O
17962,807.0,said,VBD,O
17963,807.0,in,IN,O
17964,807.0,a,DT,O
17965,807.0,radio,NN,O
17966,807.0,address,NN,O
17967,807.0,delivered,VBN,O
17968,807.0,in,IN,O
17969,807.0,Spanish,JJ,B-art
17970,807.0,Saturday,NNP,B-tim
17971,807.0,that,IN,O
17972,807.0,the,DT,O
17973,807.0,president,NN,O
17974,807.0,'s,POS,O
17975,807.0,proposal,NN,O
17976,807.0,to,TO,O
17977,807.0,add,VB,O
17978,807.0,private,JJ,O
17979,807.0,investments,NNS,O
17980,807.0,accounts,NNS,O
17981,807.0,to,IN,O
17982,807.0,the,DT,O
17983,807.0,program,NN,O
17984,807.0,will,MD,O
17985,807.0,hurt,VB,O
17986,807.0,Hispanics,NNS,O
17987,807.0,.,.,O
17988,808.0,Democratic,JJ,O
17989,808.0,Senator,NNP,B-per
17990,808.0,Ken,NNP,I-per
17991,808.0,Salazar,NNP,I-per
17992,808.0,",",",",O
17993,808.0,from,IN,O
17994,808.0,Colorado,NNP,B-geo
17995,808.0,said,VBD,O
17996,808.0,in,IN,O
17997,808.0,a,DT,O
17998,808.0,separate,JJ,O
17999,808.0,English-language,JJ,O
18000,808.0,radio,NN,O
18001,808.0,address,NN,O
18002,808.0,Saturday,NNP,B-tim
18003,808.0,the,DT,O
18004,808.0,president,NN,O
18005,808.0,is,VBZ,O
18006,808.0,fabricating,VBG,O
18007,808.0,a,DT,O
18008,808.0,crisis,NN,O
18009,808.0,in,IN,O
18010,808.0,the,DT,O
18011,808.0,retirement,NN,O
18012,808.0,program,NN,O
18013,808.0,so,IN,O
18014,808.0,he,PRP,O
18015,808.0,can,MD,O
18016,808.0,push,VB,O
18017,808.0,through,IN,O
18018,808.0,his,PRP$,O
18019,808.0,proposals,NNS,O
18020,808.0,to,TO,O
18021,808.0,change,VB,O
18022,808.0,it,PRP,O
18023,808.0,.,.,O
18024,809.0,President,NNP,B-per
18025,809.0,Bush,NNP,I-per
18026,809.0,says,VBZ,O
18027,809.0,his,PRP$,O
18028,809.0,plans,NNS,O
18029,809.0,will,MD,O
18030,809.0,help,VB,O
18031,809.0,the,DT,O
18032,809.0,program,NN,O
18033,809.0,avoid,VB,O
18034,809.0,severe,JJ,O
18035,809.0,funding,NN,O
18036,809.0,shortfalls,NNS,O
18037,809.0,over,IN,O
18038,809.0,the,DT,O
18039,809.0,next,JJ,O
18040,809.0,few,JJ,B-tim
18041,809.0,decades,NNS,I-tim
18042,809.0,.,.,O
18043,810.0,A,DT,O
18044,810.0,key,JJ,O
18045,810.0,part,NN,O
18046,810.0,of,IN,O
18047,810.0,his,PRP$,O
18048,810.0,proposal,NN,O
18049,810.0,is,VBZ,O
18050,810.0,to,TO,O
18051,810.0,allow,VB,O
18052,810.0,younger,JJR,O
18053,810.0,workers,NNS,O
18054,810.0,to,TO,O
18055,810.0,privately,RB,O
18056,810.0,invest,VB,O
18057,810.0,some,DT,O
18058,810.0,of,IN,O
18059,810.0,their,PRP$,O
18060,810.0,Social,NNP,B-org
18061,810.0,Security,NNP,I-org
18062,810.0,funds,NNS,O
18063,810.0,which,WDT,O
18064,810.0,are,VBP,O
18065,810.0,now,RB,O
18066,810.0,managed,VBN,O
18067,810.0,by,IN,O
18068,810.0,the,DT,O
18069,810.0,government,NN,O
18070,810.0,.,.,O
18071,811.0,More,JJR,O
18072,811.0,than,IN,O
18073,811.0,60,CD,O
18074,811.0,African,JJ,B-gpe
18075,811.0,migrants,NNS,O
18076,811.0,have,VBP,O
18077,811.0,drowned,VBN,O
18078,811.0,while,IN,O
18079,811.0,crossing,VBG,O
18080,811.0,the,DT,O
18081,811.0,Gulf,NNP,B-geo
18082,811.0,of,IN,I-geo
18083,811.0,Aden,NNP,I-geo
18084,811.0,on,IN,O
18085,811.0,their,PRP$,O
18086,811.0,way,NN,O
18087,811.0,to,TO,O
18088,811.0,Yemen,NNP,B-geo
18089,811.0,.,.,O
18090,812.0,Witnesses,NNS,O
18091,812.0,say,VBP,O
18092,812.0,at,IN,O
18093,812.0,least,JJS,O
18094,812.0,15,CD,O
18095,812.0,others,NNS,O
18096,812.0,swam,VBP,O
18097,812.0,to,TO,O
18098,812.0,safety,VB,O
18099,812.0,after,IN,O
18100,812.0,their,PRP$,O
18101,812.0,vessel,NN,O
18102,812.0,sank,VBD,O
18103,812.0,close,RB,O
18104,812.0,to,TO,O
18105,812.0,the,DT,O
18106,812.0,Yemeni,JJ,B-gpe
18107,812.0,coast,NN,O
18108,812.0,.,.,O
18109,813.0,The,DT,O
18110,813.0,boat,NN,O
18111,813.0,originated,VBD,O
18112,813.0,from,IN,O
18113,813.0,Somalia,NNP,B-geo
18114,813.0,and,CC,O
18115,813.0,most,JJS,O
18116,813.0,of,IN,O
18117,813.0,those,DT,O
18118,813.0,on,IN,O
18119,813.0,board,NN,O
18120,813.0,are,VBP,O
18121,813.0,believed,VBN,O
18122,813.0,to,TO,O
18123,813.0,have,VB,O
18124,813.0,been,VBN,O
18125,813.0,Somalians,NNPS,B-per
18126,813.0,.,.,O
18127,814.0,It,PRP,O
18128,814.0,is,VBZ,O
18129,814.0,not,RB,O
18130,814.0,clear,JJ,O
18131,814.0,how,WRB,O
18132,814.0,the,DT,O
18133,814.0,boat,NN,O
18134,814.0,capsized,VBD,O
18135,814.0,.,.,O
18136,815.0,Migrants,NNS,O
18137,815.0,frequently,RB,O
18138,815.0,attempt,VBP,O
18139,815.0,the,DT,O
18140,815.0,crossing,NN,O
18141,815.0,to,TO,O
18142,815.0,escape,VB,O
18143,815.0,violence,NN,O
18144,815.0,in,IN,O
18145,815.0,Somalia,NNP,B-geo
18146,815.0,and,CC,O
18147,815.0,often,RB,O
18148,815.0,rely,VBP,O
18149,815.0,on,IN,O
18150,815.0,smugglers,NNS,O
18151,815.0,to,TO,O
18152,815.0,help,VB,O
18153,815.0,them,PRP,O
18154,815.0,cross,VB,O
18155,815.0,.,.,O
18156,816.0,They,PRP,O
18157,816.0,often,RB,O
18158,816.0,face,VBP,O
18159,816.0,abuse,NN,O
18160,816.0,at,IN,O
18161,816.0,the,DT,O
18162,816.0,hands,NNS,O
18163,816.0,of,IN,O
18164,816.0,smugglers,NNS,O
18165,816.0,",",",",O
18166,816.0,with,IN,O
18167,816.0,many,JJ,O
18168,816.0,forced,VBN,O
18169,816.0,to,TO,O
18170,816.0,disembark,VB,O
18171,816.0,offshore,RB,O
18172,816.0,to,TO,O
18173,816.0,avoid,VB,O
18174,816.0,Yemeni,JJ,B-gpe
18175,816.0,coast,NN,O
18176,816.0,guard,NN,O
18177,816.0,patrols,NNS,O
18178,816.0,.,.,O
18179,817.0,Earlier,RBR,O
18180,817.0,this,DT,O
18181,817.0,month,NN,O
18182,817.0,",",",",O
18183,817.0,the,DT,O
18184,817.0,U.N.,NNP,B-org
18185,817.0,High,NNP,I-org
18186,817.0,Commissioner,NNP,I-org
18187,817.0,for,IN,I-org
18188,817.0,Refugees,NNP,I-org
18189,817.0,estimated,VBD,O
18190,817.0,"20,000",CD,O
18191,817.0,people,NNS,O
18192,817.0,have,VBP,O
18193,817.0,made,VBN,O
18194,817.0,the,DT,O
18195,817.0,crossing,NN,O
18196,817.0,this,DT,O
18197,817.0,year,NN,O
18198,817.0,and,CC,O
18199,817.0,said,VBD,O
18200,817.0,at,IN,O
18201,817.0,least,JJS,O
18202,817.0,439,CD,O
18203,817.0,people,NNS,O
18204,817.0,have,VBP,O
18205,817.0,died,VBN,O
18206,817.0,and,CC,O
18207,817.0,another,DT,O
18208,817.0,489,CD,O
18209,817.0,are,VBP,O
18210,817.0,missing,VBG,O
18211,817.0,.,.,O
18212,818.0,Police,NNS,O
18213,818.0,in,IN,O
18214,818.0,Afghanistan,NNP,B-geo
18215,818.0,say,VBP,O
18216,818.0,attackers,NNS,O
18217,818.0,have,VBP,O
18218,818.0,shot,VBN,O
18219,818.0,and,CC,O
18220,818.0,killed,VBN,O
18221,818.0,an,DT,O
18222,818.0,Afghan,JJ,B-gpe
18223,818.0,senator,NN,O
18224,818.0,who,WP,O
18225,818.0,briefly,RB,O
18226,818.0,served,VBD,O
18227,818.0,as,IN,O
18228,818.0,prime,JJ,O
18229,818.0,minister,NN,O
18230,818.0,in,IN,O
18231,818.0,the,DT,O
18232,818.0,early,JJ,O
18233,818.0,1990s,NNS,B-tim
18234,818.0,.,.,O
18235,819.0,Authorities,NNS,O
18236,819.0,say,VBP,O
18237,819.0,Abdul,NNP,B-org
18238,819.0,Saboor,NNP,I-org
18239,819.0,Farid,NNP,I-org
18240,819.0,was,VBD,O
18241,819.0,killed,VBN,O
18242,819.0,late,JJ,O
18243,819.0,Wednesday,NNP,B-tim
18244,819.0,outside,IN,O
18245,819.0,his,PRP$,O
18246,819.0,home,NN,O
18247,819.0,in,IN,O
18248,819.0,the,DT,O
18249,819.0,capital,NN,O
18250,819.0,",",",",O
18251,819.0,Kabul,NNP,B-org
18252,819.0,.,.,O
18253,820.0,Mr.,NNP,B-per
18254,820.0,Farid,NNP,I-per
18255,820.0,was,VBD,O
18256,820.0,Afghanistan,NNP,B-geo
18257,820.0,'s,POS,O
18258,820.0,prime,JJ,O
18259,820.0,minister,NN,O
18260,820.0,for,IN,O
18261,820.0,one,CD,B-tim
18262,820.0,month,NN,O
18263,820.0,in,IN,O
18264,820.0,1992,CD,B-tim
18265,820.0,during,IN,O
18266,820.0,the,DT,O
18267,820.0,chaos,NN,O
18268,820.0,of,IN,O
18269,820.0,a,DT,O
18270,820.0,civil,JJ,O
18271,820.0,war,NN,O
18272,820.0,that,WDT,O
18273,820.0,followed,VBD,O
18274,820.0,the,DT,O
18275,820.0,defeat,NN,O
18276,820.0,of,IN,O
18277,820.0,the,DT,O
18278,820.0,Soviet,JJ,O
18279,820.0,army,NN,O
18280,820.0,.,.,O
18281,821.0,The,DT,O
18282,821.0,motive,NN,O
18283,821.0,for,IN,O
18284,821.0,the,DT,O
18285,821.0,senator,NN,O
18286,821.0,'s,POS,O
18287,821.0,killing,NN,O
18288,821.0,is,VBZ,O
18289,821.0,not,RB,O
18290,821.0,clear,JJ,O
18291,821.0,.,.,O
18292,822.0,In,IN,O
18293,822.0,another,DT,O
18294,822.0,development,NN,O
18295,822.0,",",",",O
18296,822.0,police,NNS,O
18297,822.0,say,VBP,O
18298,822.0,a,DT,O
18299,822.0,remote-controlled,JJ,O
18300,822.0,roadside,NN,O
18301,822.0,bomb,NN,O
18302,822.0,tore,VBD,O
18303,822.0,through,IN,O
18304,822.0,the,DT,O
18305,822.0,side,NN,O
18306,822.0,of,IN,O
18307,822.0,an,DT,O
18308,822.0,Afghan,JJ,B-gpe
18309,822.0,army,NN,O
18310,822.0,bus,NN,O
18311,822.0,Thursday,NNP,B-tim
18312,822.0,in,IN,O
18313,822.0,Kabul,NNP,B-org
18314,822.0,",",",",O
18315,822.0,killing,VBG,O
18316,822.0,the,DT,O
18317,822.0,driver,NN,O
18318,822.0,and,CC,O
18319,822.0,wounding,VBG,O
18320,822.0,29,CD,O
18321,822.0,people,NNS,O
18322,822.0,.,.,O
18323,823.0,Taleban,NNP,B-org
18324,823.0,militants,NNS,O
18325,823.0,claimed,VBD,O
18326,823.0,responsibility,NN,O
18327,823.0,for,IN,O
18328,823.0,the,DT,O
18329,823.0,attack,NN,O
18330,823.0,.,.,O
18331,824.0,Meanwhile,RB,O
18332,824.0,",",",",O
18333,824.0,the,DT,O
18334,824.0,British,JJ,B-gpe
18335,824.0,defense,NN,O
18336,824.0,ministry,NN,O
18337,824.0,says,VBZ,O
18338,824.0,a,DT,O
18339,824.0,British,JJ,B-gpe
18340,824.0,soldier,NN,O
18341,824.0,serving,VBG,O
18342,824.0,with,IN,O
18343,824.0,the,DT,O
18344,824.0,NATO-led,JJ,O
18345,824.0,coalition,NN,O
18346,824.0,in,IN,O
18347,824.0,Afghanistan,NNP,B-geo
18348,824.0,was,VBD,O
18349,824.0,killed,VBN,O
18350,824.0,during,IN,O
18351,824.0,fighting,VBG,O
18352,824.0,with,IN,O
18353,824.0,militants,NNS,O
18354,824.0,in,IN,O
18355,824.0,the,DT,O
18356,824.0,south,NN,O
18357,824.0,.,.,O
18358,825.0,NATO,NNP,B-org
18359,825.0,has,VBZ,O
18360,825.0,launched,VBN,O
18361,825.0,large-scale,JJ,O
18362,825.0,military,JJ,O
18363,825.0,operations,NNS,O
18364,825.0,in,IN,O
18365,825.0,the,DT,O
18366,825.0,region,NN,O
18367,825.0,recently,RB,O
18368,825.0,to,TO,O
18369,825.0,pre-empt,VB,O
18370,825.0,an,DT,O
18371,825.0,expected,VBN,O
18372,825.0,Taleban,NNP,B-org
18373,825.0,offensive,NN,O
18374,825.0,.,.,O
18375,826.0,Insurgents,NNS,O
18376,826.0,in,IN,O
18377,826.0,Iraq,NNP,B-geo
18378,826.0,killed,VBD,O
18379,826.0,at,IN,O
18380,826.0,least,JJS,O
18381,826.0,nine,CD,O
18382,826.0,people,NNS,O
18383,826.0,in,IN,O
18384,826.0,attacks,NNS,O
18385,826.0,Sunday,NNP,B-tim
18386,826.0,northeast,NN,O
18387,826.0,of,IN,O
18388,826.0,Baghdad,NNP,B-geo
18389,826.0,.,.,O
18390,827.0,Police,NNS,O
18391,827.0,say,VBP,O
18392,827.0,a,DT,O
18393,827.0,roadside,NN,O
18394,827.0,bomb,NN,O
18395,827.0,killed,VBD,O
18396,827.0,four,CD,O
18397,827.0,policemen,NNS,O
18398,827.0,and,CC,O
18399,827.0,wounded,VBD,O
18400,827.0,nine,CD,O
18401,827.0,in,IN,O
18402,827.0,Baquba,NNP,B-geo
18403,827.0,.,.,O
18404,828.0,In,IN,O
18405,828.0,another,DT,O
18406,828.0,town,NN,O
18407,828.0,",",",",O
18408,828.0,Balad,NNP,B-per
18409,828.0,Ruz,NNP,I-per
18410,828.0,",",",",O
18411,828.0,police,NNS,O
18412,828.0,say,VBP,O
18413,828.0,a,DT,O
18414,828.0,rocket,NN,O
18415,828.0,attack,NN,O
18416,828.0,on,IN,O
18417,828.0,a,DT,O
18418,828.0,policeman,NN,O
18419,828.0,'s,POS,O
18420,828.0,house,NN,O
18421,828.0,killed,VBD,O
18422,828.0,the,DT,O
18423,828.0,man,NN,O
18424,828.0,'s,POS,O
18425,828.0,brother,NN,O
18426,828.0,and,CC,O
18427,828.0,four,CD,O
18428,828.0,children,NNS,O
18429,828.0,.,.,O
18430,829.0,Military,JJ,O
18431,829.0,officials,NNS,O
18432,829.0,say,VBP,O
18433,829.0,on,IN,O
18434,829.0,Saturday,NNP,B-tim
18435,829.0,U.S.,NNP,B-geo
18436,829.0,soldiers,NNS,O
18437,829.0,killed,VBD,O
18438,829.0,three,CD,O
18439,829.0,gunmen,NNS,O
18440,829.0,who,WP,O
18441,829.0,fired,VBD,O
18442,829.0,on,IN,O
18443,829.0,a,DT,O
18444,829.0,patrol,NN,O
18445,829.0,in,IN,O
18446,829.0,the,DT,O
18447,829.0,northern,JJ,O
18448,829.0,town,NN,O
18449,829.0,of,IN,O
18450,829.0,Baiji,NNP,B-geo
18451,829.0,.,.,O
18452,830.0,In,IN,O
18453,830.0,northern,JJ,O
18454,830.0,Iraq,NNP,B-geo
18455,830.0,",",",",O
18456,830.0,police,NNS,O
18457,830.0,say,VBP,O
18458,830.0,the,DT,O
18459,830.0,bodies,NNS,O
18460,830.0,of,IN,O
18461,830.0,an,DT,O
18462,830.0,elderly,JJ,O
18463,830.0,tribal,JJ,O
18464,830.0,leader,NN,O
18465,830.0,",",",",O
18466,830.0,Ibrahim,NNP,B-per
18467,830.0,Ali,NNP,I-per
18468,830.0,al-Nuimei,NNP,I-per
18469,830.0,",",",",O
18470,830.0,and,CC,O
18471,830.0,his,PRP$,O
18472,830.0,son,NN,O
18473,830.0,were,VBD,O
18474,830.0,found,VBN,O
18475,830.0,near,IN,O
18476,830.0,the,DT,O
18477,830.0,town,NN,O
18478,830.0,of,IN,O
18479,830.0,Kirkuk,NNP,B-geo
18480,830.0,.,.,O
18481,831.0,In,IN,O
18482,831.0,a,DT,O
18483,831.0,separate,JJ,O
18484,831.0,development,NN,O
18485,831.0,",",",",O
18486,831.0,the,DT,O
18487,831.0,trial,NN,O
18488,831.0,of,IN,O
18489,831.0,ousted,JJ,O
18490,831.0,leader,NN,O
18491,831.0,Saddam,NNP,B-per
18492,831.0,Hussein,NNP,I-per
18493,831.0,is,VBZ,O
18494,831.0,scheduled,VBN,O
18495,831.0,to,TO,O
18496,831.0,resume,VB,O
18497,831.0,Tuesday,NNP,B-tim
18498,831.0,with,IN,O
18499,831.0,a,DT,O
18500,831.0,new,JJ,O
18501,831.0,presiding,NN,O
18502,831.0,judge,NN,O
18503,831.0,",",",",O
18504,831.0,and,CC,O
18505,831.0,a,DT,O
18506,831.0,Western,JJ,B-org
18507,831.0,diplomat,NN,I-org
18508,831.0,says,VBZ,O
18509,831.0,members,NNS,O
18510,831.0,of,IN,O
18511,831.0,the,DT,O
18512,831.0,former,JJ,O
18513,831.0,Baathist,NNP,B-org
18514,831.0,regime,NN,O
18515,831.0,may,MD,O
18516,831.0,testify,VB,O
18517,831.0,.,.,O
18518,832.0,The,DT,O
18519,832.0,United,NNP,B-org
18520,832.0,States,NNP,I-org
18521,832.0,Government,NNP,I-org
18522,832.0,",",",",O
18523,832.0,Wednesday,NNP,B-tim
18524,832.0,[,LRB,O
18525,832.0,May,NNP,B-tim
18526,832.0,14,CD,I-tim
18527,832.0,],RRB,O
18528,832.0,officially,RB,O
18529,832.0,added,VBD,O
18530,832.0,polar,JJ,O
18531,832.0,bears,NNS,O
18532,832.0,to,TO,O
18533,832.0,the,DT,O
18534,832.0,list,NN,O
18535,832.0,of,IN,O
18536,832.0,threatened,JJ,O
18537,832.0,animals,NNS,O
18538,832.0,under,IN,O
18539,832.0,the,DT,O
18540,832.0,Endangered,NNP,B-art
18541,832.0,Species,NNP,I-art
18542,832.0,Act,NNP,I-art
18543,832.0,.,.,O
18544,833.0,Bush,NNP,B-per
18545,833.0,administration,NN,O
18546,833.0,scientists,NNS,O
18547,833.0,decided,VBD,O
18548,833.0,the,DT,O
18549,833.0,species,NNS,O
18550,833.0,is,VBZ,O
18551,833.0,at,IN,O
18552,833.0,risk,NN,O
18553,833.0,of,IN,O
18554,833.0,becoming,VBG,O
18555,833.0,endangered,VBN,O
18556,833.0,.,.,O
18557,834.0,Officials,NNS,O
18558,834.0,cited,VBD,O
18559,834.0,warming,NN,O
18560,834.0,trends,NNS,O
18561,834.0,and,CC,O
18562,834.0,loss,NN,O
18563,834.0,of,IN,O
18564,834.0,sea,NN,O
18565,834.0,ice,NN,O
18566,834.0,as,IN,O
18567,834.0,threatening,VBG,O
18568,834.0,the,DT,O
18569,834.0,bears,NNS,O
18570,834.0,",",",",O
18571,834.0,opening,VBG,O
18572,834.0,a,DT,O
18573,834.0,debate,NN,O
18574,834.0,over,IN,O
18575,834.0,whether,IN,O
18576,834.0,to,TO,O
18577,834.0,regulate,VB,O
18578,834.0,greenhouse,NN,O
18579,834.0,gases,NNS,O
18580,834.0,to,TO,O
18581,834.0,protect,VB,O
18582,834.0,the,DT,O
18583,834.0,bear,NN,O
18584,834.0,and,CC,O
18585,834.0,its,PRP$,O
18586,834.0,habitat,NN,O
18587,834.0,.,.,O
18588,835.0,Paul,NNP,B-per
18589,835.0,Sisco,NNP,I-per
18590,835.0,reports,VBZ,O
18591,835.0,.,.,O
18592,836.0,Iranian,JJ,B-gpe
18593,836.0,media,NNS,O
18594,836.0,report,VBP,O
18595,836.0,that,IN,O
18596,836.0,inspectors,NNS,O
18597,836.0,from,IN,O
18598,836.0,the,DT,O
18599,836.0,U.N.,NNP,B-org
18600,836.0,International,NNP,I-org
18601,836.0,Atomic,NNP,I-org
18602,836.0,Energy,NNP,I-org
18603,836.0,Agency,NNP,I-org
18604,836.0,will,MD,O
18605,836.0,travel,VB,O
18606,836.0,to,TO,O
18607,836.0,Iran,NNP,B-geo
18608,836.0,early,RB,O
18609,836.0,next,JJ,O
18610,836.0,month,NN,O
18611,836.0,.,.,O
18612,837.0,News,NNP,O
18613,837.0,reports,NNS,O
18614,837.0,Saturday,NNP,B-tim
18615,837.0,quote,VBP,O
18616,837.0,an,DT,O
18617,837.0,unnamed,JJ,O
18618,837.0,Iranian,JJ,B-gpe
18619,837.0,official,NN,O
18620,837.0,as,IN,O
18621,837.0,saying,VBG,O
18622,837.0,a,DT,O
18623,837.0,delegation,NN,O
18624,837.0,will,MD,O
18625,837.0,visit,VB,O
18626,837.0,on,IN,O
18627,837.0,August,NNP,B-tim
18628,837.0,6,CD,I-tim
18629,837.0,to,TO,O
18630,837.0,discuss,VB,O
18631,837.0,technical,JJ,O
18632,837.0,issues,NNS,O
18633,837.0,and,CC,O
18634,837.0,regulations,NNS,O
18635,837.0,.,.,O
18636,838.0,Separately,RB,O
18637,838.0,",",",",O
18638,838.0,the,DT,O
18639,838.0,United,NNP,B-org
18640,838.0,Nations,NNPS,I-org
18641,838.0,',POS,O
18642,838.0,nuclear,JJ,O
18643,838.0,agency,NN,O
18644,838.0,is,VBZ,O
18645,838.0,set,VBN,O
18646,838.0,to,TO,O
18647,838.0,inspect,VB,O
18648,838.0,Iran,NNP,B-org
18649,838.0,'s,POS,O
18650,838.0,heavy,JJ,O
18651,838.0,water,NN,O
18652,838.0,nuclear,JJ,O
18653,838.0,reactor,NN,O
18654,838.0,in,IN,O
18655,838.0,a,DT,O
18656,838.0,matter,NN,O
18657,838.0,of,IN,O
18658,838.0,days,NNS,O
18659,838.0,.,.,O
18660,839.0,That,DT,O
18661,839.0,reactor,NN,O
18662,839.0,is,VBZ,O
18663,839.0,under,IN,O
18664,839.0,construction,NN,O
18665,839.0,in,IN,O
18666,839.0,the,DT,O
18667,839.0,industrial,JJ,O
18668,839.0,city,NN,O
18669,839.0,of,IN,O
18670,839.0,Arak,NNP,B-geo
18671,839.0,.,.,O
18672,840.0,It,PRP,O
18673,840.0,will,MD,O
18674,840.0,produce,VB,O
18675,840.0,plutonium,NN,O
18676,840.0,once,RB,O
18677,840.0,it,PRP,O
18678,840.0,is,VBZ,O
18679,840.0,completed,VBN,O
18680,840.0,.,.,O
18681,841.0,Enriched,VBN,O
18682,841.0,plutonium,NN,O
18683,841.0,and,CC,O
18684,841.0,uranium,NN,O
18685,841.0,can,MD,O
18686,841.0,be,VB,O
18687,841.0,used,VBN,O
18688,841.0,to,TO,O
18689,841.0,build,VB,O
18690,841.0,nuclear,JJ,O
18691,841.0,weapons,NNS,O
18692,841.0,.,.,O
18693,842.0,The,DT,O
18694,842.0,U.N.,NNP,B-org
18695,842.0,Security,NNP,I-org
18696,842.0,Council,NNP,I-org
18697,842.0,has,VBZ,O
18698,842.0,imposed,VBN,O
18699,842.0,two,CD,O
